Artist,Album,Track,Song_Length_Sec
Avril Lavigne,Olodum,Olodum - Alegria Geral,233
Barão Vermelho,The Essential Miles Davis [Disc 1],The Pan Piper,233
Black Label Society,Out Of Exile,Drown Me Slowly,233
Black Label Society,Out Of Exile,Man Or Animal,233
Dread Zeppelin,Miles Ahead,The Maids Of Cadiz,233
"Hilary Hahn, Jeffrey Kahane, Los Angeles Chamber Orchestra & Margaret Batjer",Live [Disc 2],Soul Singing,233
Instituto,The Best Of R.E.M.: The IRS Years,Carnival Of Sorts,233
Jackson Browne,Compositores,Mágica,233
Karsh Kale,Maquinarama,Três Lados,233
Marisa Monte,Live At Donington 1992 (Disc 1),Be Quick Or Be Dead,233
"Mela Tenenbaum, Pro Musica Prague & Richard Kapp",Revelations,Jewel of the Summertime,233
Regina Spektor,Live On Two Legs [Live],Given To Fly,233
Stone Temple Pilots,Led Zeppelin III,Friends,233
System Of A Down,Physical Graffiti [Disc 2],Boogie With Stu,233
The Police,Greatest Hits,Here I Go Again,233
Adrian Leaper & Doreen de Feis,Cake: B-Sides and Rarities,War Pigs,234
Aerosmith & Sierra Leone's Refugee Allstars,Demorou...,Aos Leões,234
Aerosmith & Sierra Leone's Refugee Allstars,Demorou...,Kir Royal,234
Baby Consuelo,Bongo Fury,Debra Kadabra,234
Chico Buarque,Black Sabbath Vol. 4 (Remaster),Cornucopia,234
Fernanda Porto,International Superhits,Longview,234
Frank Zappa & Captain Beefheart,Minha Historia,Apesar De Você,234
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),De Ouro E Marfim (Live),234
Gustavo & Andres Veiga & Salazar,Dark Side Of The Moon,Speak To Me/Breathe,234
Heroes,Black Album,The Struggle Within,234
Legião Urbana,Fear Of The Dark,The Apparition,234
Orchestra of The Age of Enlightenment,B-Sides 1980-1990,The Three Sunrises,234
Red Hot Chili Peppers,BBC Sessions [Disc 2] [Live],Going To California,234
Royal Philharmonic Orchestra & Sir Thomas Beecham,No Security,Live With Me,234
Scorpions,Pearl Jam,Life Wasted,234
The Police,Greatest Hits,Pick Myself Up,234
The Who,Misplaced Childhood,Kayleigh,234
Avril Lavigne,Olodum,Olodum - Smile (Instrumental),235
Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],All For You,235
"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",Contraband,Do It For The Kids,235
Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,When My Left Eye Jumps,235
Deep Purple,Come Taste The Band,Comin' Home,235
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",UB40 The Best Of - Volume Two [UK],Until My Dying Day,235
Jack's Mannequin & Mick Fleetwood,The Beast Live,Iron Maiden,235
Joe Satriani,A Real Dead One,The Trooper,235
Marvin Gaye,Live At Donington 1992 (Disc 2),Run To The Hills,235
Mundo Livre S/A,Green,Hairshirt,235
Nega Gizza,Vs.,Daughter,235
Pink Floyd,Are You Experienced?,I Don't Live Today,235
The Cult,A TempestadeTempestade Ou O Livro Dos Dias,Natália,235
The Police,Greatest Hits,You've Got It,235
Titãs,Seek And Shall Find: More Of The Best (1963-1981),Praise,235
Yo-Yo Ma,Beyond Good And Evil,Take The Power,235
Azymuth,Acústico MTV [Live],O Erê,236
Foo Fighters,Roda De Funk,Call Me At Cleo´s,236
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Refavela (Live),236
Lenny Kravitz,Iron Maiden,01 - Prowler,236
Les Arts Florissants & William Christie,House of Pain,Jump Around (Pete Rock Remix),236
Los Lonely Boys,Motley Crue Greatest Hits,Home Sweet Home,236
O Rappa,Greatest Hits II,Under Pressure,236
Scholars Baroque Ensemble,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rain,236
The Doors,Mais Do Mesmo,Ainda É Cedo,236
The King's Singers,Vinicius De Moraes,So Por Amor,236
The Rolling Stones,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Um Pro Outro,236
Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Flor De Lis,236
Yehudi Menuhin,Instant Karma: The Amnesty International Campaign to Save Darfur,Real Love,236
Yo-Yo Ma,Beyond Good And Evil,American Gothic,236
"Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",Serie Sem Limite (Disc 1),New Love,237
"Berliner Philharmoniker, Claudio Abbado & Sabine Meyer","Hot Rocks, 1964-1971 (Disc 1)",19th Nervous Breakdown,237
Black Label Society,Out Of Exile,The Worm,237
"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",Contraband,Dirty Little Thing,237
Cidade Negra,Chemical Wedding,Realword,237
Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Pretty Baby,237
David Coverdale,"Chronicle, Vol. 2",It's Just A Thought,237
Def Leppard,Deixa Entrar,Falamansa Song,237
Foo Fighters,Roda De Funk,Funk De Bamba (Com Fernanda Abreu),237
Gerald Moore,Carry On,Poison Eye,237
House Of Pain,Riot Act,Bushleager,237
Joe Satriani,A Real Dead One,Run To The Hilss,237
Les Arts Florissants & William Christie,House of Pain,Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),237
Luiz Melodia,Chill: Brazil (Disc 1),Menina Bonita,237
Nando Reis,Chill: Brazil (Disc 2),Um Jantar Pra Dois,237
The 12 Cellists of The Berlin Philharmonic,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Funk de Bamba,237
The 12 Cellists of The Berlin Philharmonic,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Todo o Carnaval tem seu Fim,237
The Police,Greatest Hits,A New Flame,237
The Tea Party,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Dancin´Days,237
UB40,Load,Wasted My Hate,237
"Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",Serie Sem Limite (Disc 1),Você Fugiu,238
Aerosmith & Sierra Leone's Refugee Allstars,Demorou...,Só Se For Pelo Cabelo,238
Battlestar Galactica (Classic),Milton Nascimento Ao Vivo,Coração De Estudante,238
Dennis Chambers,In Your Honor [Disc 1],The Deepest Blues Are Black,238
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Palco (Live),238
Hermeto Pascoal,The Best of Ed Motta,A Rua,238
Hermeto Pascoal,The Best of Ed Motta,Seis Da Tarde,238
Karsh Kale,Maquinarama,Canção Noturna,238
Les Arts Florissants & William Christie,House of Pain,Guess Who's Back,238
Nando Reis,Chill: Brazil (Disc 2),Alô Alô Marciano,238
Nicolaus Esterhazy Sinfonia,A-Sides,Nothing To Say,238
O Rappa,Greatest Hits II,The Invisible Man,238
Scholars Baroque Ensemble,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Go West,238
Spyro Gyra,Vozes do MPB,Caçador de Mim (Sá & Guarabyra),238
Stereo Maracana,Californication,Around The World,238
Temple of the Dog,Morning Dance,Morning Dance,238
Temple of the Dog,Morning Dance,Rasul,238
Antônio Carlos Jobim,Jagged Little Pill,You Learn,239
Chico Science & Nação Zumbi,Body Count,Evil Dick,239
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",How To Dismantle An Atomic Bomb,Miracle Drug,239
Gilberto Gil,Cidade Negra - Hits,Downtown,239
Green Day,"Chronicle, Vol. 1",Someday Never Comes,239
Guns N' Roses,Faceless,I Am,239
Les Arts Florissants & William Christie,House of Pain,Feel It,239
Os Cariocas,Into The Light,Wherever You May Go,239
Page & Plant,Sex Machine,It's Too Funky In Here,239
Planet Hemp,Surfing with the Alien (Remastered),Ice 9,239
Santana Feat. Rob Thomas,Machine Head,Never Before,239
The Police,Greatest Hits,Bush Doctor,239
The Police,Greatest Hits,Something Got Me Started,239
The Posies,O Samba Poconé,Los Pretos,239
Yehudi Menuhin,Instant Karma: The Amnesty International Campaign to Save Darfur,Jealous Guy,239
"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",20th Century Masters - The Millennium Collection: The Best of Scorpions,No One Like You,240
Alice In Chains,Big Ones,Blind Man,240
Avril Lavigne,Olodum,Requebra,240
Berliner Philharmoniker & Herbert Von Karajan,Ao Vivo [IMPORT],Faixa Amarela,240
Big & Rich,Acústico MTV,Uns Dias,240
Cake,Retrospective I (1974-1980),Something For Nothing,240
Gerald Moore,Carry On,You Know My Name,240
Gilberto Gil,Cidade Negra - Hits,Realidade Virtual,240
Heroes,Black Album,Don't Tread On Me,240
Jack's Mannequin & Mick Fleetwood,The Beast Live,Prowler,240
Jaguares,Walking Into Clarksdale,Shining In The Light,240
João Suplicy,Brave New World,The Fallen Angel,240
Karsh Kale,Maquinarama,Balada Do Amor Inabalável,240
Los Lonely Boys,Motley Crue Greatest Hits,Looks That Kill,240
Luciana Souza/Romero Lubambo,Judas 0: B-Sides and Rarities,My Mistake,240
Marcos Valle,Afrociberdelia,Sobremesa,240
Marcos Valle,Afrociberdelia,Um Passeio No Mundo Livre,240
Santana Feat. Eagle-Eye Cherry,The Battle Rages On,Lick It Up,240
Seu Jorge,Blood Sugar Sex Magik,Mellowship Slinky In B Major,240
Stereo Maracana,Californication,Emit Remmus,240
Temple of the Dog,Morning Dance,Song For Lorraine,240
The Police,Greatest Hits,Angel,240
The Police,Greatest Hits,Your Mirror,240
UB40,Load,Poor Twisted Me,240
Wilhelm Kempff,The Singles,(White Man) In Hammersmith Palais,240
Yehudi Menuhin,Instant Karma: The Amnesty International Campaign to Save Darfur,I'm Losing You,240
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Don't Stand so Close to Me,241
Antal Doráti & London Symphony Orchestra,"The Best Of Van Halen, Vol. I",Jump,241
Apocalyptica,Facelift,Bleed The Freak,241
"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Tangents,Heaven Coming Down,241
Gustav Mahler,Zooropa,Babyface,241
Milton Nascimento,Minha História,Balada Do Louco,241
O Rappa,Greatest Hits II,I Want It All,241
R.E.M.,Cafezinho,Voce Inteira,241
Scholars Baroque Ensemble,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Edie (Ciao Baby),241
"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,Malpractice,241
Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,"Alô, Alô, Marciano",241
Youssou N'Dour,Arquivo II,O Amor Nao Sabe Esperar,241
Aaron Goldberg,Rotten Apples: Greatest Hits,The Everlasting Gaze,242
Creedence Clearwater Revival,King For A Day Fool For A Lifetime,Caralho Voador,242
Deep Purple,Come Taste The Band,Drifter,242
Ed Motta,Greatest Kiss,Sure Know Something,242
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",UB40 The Best Of - Volume Two [UK],Here I Am (Come And Take Me),242
Frank Zappa & Captain Beefheart,Minha Historia,Voce e Linda,242
JET,Blue Moods,L'Arc En Ciel De Miles,242
Kid Abelha,Physical Graffiti [Disc 1],Houses Of The Holy,242
London Symphony Orchestra & Sir Charles Mackerras,Serie Sem Limite (Disc 2),Eu Amo Você,242
London Symphony Orchestra & Sir Charles Mackerras,Serie Sem Limite (Disc 2),Você,242
Motörhead & Girlschool,Powerslave,Flash of The Blade,242
O Rappa,Greatest Hits II,One Vision,242
Orchestra of The Age of Enlightenment,B-Sides 1980-1990,Hallelujah Here She Comes,242
Regina Spektor,Live On Two Legs [Live],Red Mosquito,242
Santana Feat. Maná,Stormbringer,The Gypsy,242
The Black Crowes,The Song Remains The Same (Disc 1),Rock & Roll,242
The Police,Greatest Hits,It Ain't Over 'Til It's Over,242
The Tea Party,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aviso Aos Navegantes,242
Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,Romaria,242
"Academy of St. Martin in the Fields, Sir Neville Marriner & William Bennett",War,Two Hearts Beat As One,243
Apocalyptica,Facelift,Real Thing,243
Berliner Philharmoniker & Herbert Von Karajan,Ao Vivo [IMPORT],Saudade Louca,243
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],Jean Pierre (Live),243
Gonzaguinha,Cássia Eller - Coleção Sem Limite [Disc 2],Brasil,243
Peter Tosh,Get Born,Cold Hard Bitch,243
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Nobody's Home,243
Sergei Prokofiev & Yuri Temirkanov,Achtung Baby,Mysterious Ways,243
Seu Jorge,Blood Sugar Sex Magik,The Power Of Equality,243
Sir Georg Solti & Wiener Philharmoniker,My Generation - The Very Best Of The Who,Let's See Action,243
Spyro Gyra,Vozes do MPB,Dona (Roupa Nova),243
The Police,Greatest Hits,Johnny B. Goode,243
The Posies,O Samba Poconé,Tão Seu,243
Alice In Chains,Big Ones,The Other Side,244
Big & Rich,Acústico MTV,I Feel Good (I Got You) - Sossego,244
"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Tangents,Release,244
DJ Dolores & Orchestra Santa Massa,Raul Seixas,Século XXI,244
David Coverdale,"Chronicle, Vol. 2","Suzie-Q, Pt. 2",244
Foo Fighters,Roda De Funk,Funk Hum,244
Gilberto Gil,Cidade Negra - Hits,Falar A Verdade,244
Hermeto Pascoal,The Best of Ed Motta,Um Jantar Pra Dois,244
Heroes,Black Album,Through The Never,244
Instituto,The Best Of R.E.M.: The IRS Years,It's The End Of The World As We Know It (And I Feel Fine),244
João Gilberto,Na Pista,Linha Do Equador,244
João Gilberto,Na Pista,À Francesa,244
Kiss,Vinícius De Moraes - Sem Limite,Minha Namorada,244
Michele Campanella,Temple of the Dog,Your Savior,244
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Animal,244
Seu Jorge,Blood Sugar Sex Magik,I Could Have Lied,244
Spyro Gyra,Vozes do MPB,Romaria (Renato Teixeira),244
Whitesnake,Ride The Lightning,Trapped Under Ice,244
Aerosmith & Sierra Leone's Refugee Allstars,Demorou...,Já Foi,245
Alberto Turco & Nova Schola Gregoriana,Core,Wicked Garden,245
Avril Lavigne,Olodum,Todo Amor (Asas Da Liberdade),245
Barry Wordsworth & BBC Concert Orchestra,Acústico,Nem 5 Minutos Guardados,245
Battlestar Galactica (Classic),Milton Nascimento Ao Vivo,Caxangá,245
Berliner Philharmoniker & Herbert Von Karajan,Ao Vivo [IMPORT],Sapopemba e Maxambomba,245
Black Eyed Peas,Arquivo Os Paralamas Do Sucesso,Selvagem,245
Emerson String Quartet,Adorate Deum: Gregorian Chant from the Proper of the Mass,Intoitus: Adorate Deum,245
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",UB40 The Best Of - Volume Two [UK],Reggae Music,245
Instituto,The Best Of R.E.M.: The IRS Years,Radio Free Aurope,245
Karsh Kale,Maquinarama,Maquinarama,245
Lost,Garage Inc. (Disc 2),Overkill,245
Luiz Melodia,Chill: Brazil (Disc 1),Pescador de Ilusões,245
Otto,New Adventures In Hi-Fi,Bittersweet Me,245
Otto,New Adventures In Hi-Fi,Electrolite,245
Passengers,Emergency On Planet Earth,Emergency On Planet Earth,245
The Posies,O Samba Poconé,Os Exilados,245
Velvet Revolver,ReLoad,Bad Seed,245
Body Count,The Best Of Billy Cobham,Solo-Panhandler,246
Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],13 Years Of Grief,246
Charles Dutoit & L'Orchestre Symphonique de Montréal,Quiet Songs,Amanda,246
Cidade Negra,Chemical Wedding,Chemical Wedding,246
Guns N' Roses,Faceless,I Stand Alone,246
"Herbert Von Karajan, Mirella Freni & Wiener Philharmoniker",Volume Dois,Sua Impossivel Chance,246
Incognito,American Idiot,Letterbomb,246
Jaguares,Walking Into Clarksdale,Sons Of Freedom,246
Jamiroquai,Use Your Illusion II,So Fine,246
Los Hermanos,Out Of Time,Me In Honey,246
Michele Campanella,Temple of the Dog,Hunger Strike,246
Regina Spektor,Live On Two Legs [Live],Better Man,246
Santana Feat. Maná,Stormbringer,Stormbringer,246
Stone Temple Pilots,Led Zeppelin III,Out On The Tiles,246
The Tea Party,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aquilo,246
The Tea Party,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Fogo De Palha,246
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,"De Do Do Do, De Da Da Da",247
Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],Bored To Tears,247
"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",Contraband,Set Me Free,247
Frank Sinatra,As Canções de Eu Tu Eles,Baião Da Penha,247
Gonzaguinha,Cássia Eller - Coleção Sem Limite [Disc 2],Meu Mundo Fica Completo (Com Você),247
Guns N' Roses,Faceless,I Fucking Hate You,247
Hermeto Pascoal,The Best of Ed Motta,Solução,247
Los Hermanos,Out Of Time,Belong,247
Luiz Melodia,Chill: Brazil (Disc 1),Guanabara,247
Marisa Monte,Live At Donington 1992 (Disc 1),Tailgunner,247
Men At Work,No Prayer For The Dying,Hooks In You,247
Os Mutantes,Cássia Eller - Sem Limite [Disc 1],Malandragem,247
Passengers,Emergency On Planet Earth,"Whatever It Is, I Just Can't Stop",247
Peter Tosh,Get Born,Get What You Need,247
Santana Feat. Dave Matthews,Fireball,Strange Kind Of Woman,247
Santana Feat. Eagle-Eye Cherry,The Battle Rages On,Talk About Love,247
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Rocket,247
The Cult,A TempestadeTempestade Ou O Livro Dos Dias,Música Ambiente,247
The Posies,O Samba Poconé,Zé Trindade,247
Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,As Aparências Enganam,247
Antal Doráti & London Symphony Orchestra,"The Best Of Van Halen, Vol. I",Can't Stop Loving You,248
Azymuth,Acústico MTV [Live],A Estrada,248
Body Count,The Best Of Billy Cobham,"Spanish moss-""A sound portrait""-Spanish moss",248
Chicago Symphony Orchestra & Fritz Reiner,All That You Can't Leave Behind,Beautiful Day,248
"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",Contraband,Slither,248
Ed Motta,Greatest Kiss,She,248
Faith No More,The Colour And The Shape,"Hey, Johnny Park!",248
Foo Fighters,Roda De Funk,Meu Guarda-Chuva,248
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Vendedor De Caranguejo (Live),248
Guns N' Roses,Faceless,Make Me Believe,248
Los Lonely Boys,Motley Crue Greatest Hits,Afraid,248
Luiz Melodia,Chill: Brazil (Disc 1),Mas Que Nada,248
Milton Nascimento & Bebeto,Da Lama Ao Caos,Antene Se,248
Ney Matogrosso,Carnaval 2001,Ipiranga 2001,248
Nicolaus Esterhazy Sinfonia,A-Sides,Spoonman,248
O Rappa,Greatest Hits II,Friends Will Be Friends,248
O Rappa,Greatest Hits II,I'm Going Slightly Mad,248
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Photograph,248
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Rock Of Ages,248
Seu Jorge,Blood Sugar Sex Magik,The Righteous & The Wicked,248
The Police,Greatest Hits,Stars,248
Aerosmith & Sierra Leone's Refugee Allstars,Demorou...,No Clima,249
Antônio Carlos Jobim,Jagged Little Pill,You Oughta Know,249
Azymuth,Acústico MTV [Live],Girassol,249
Billy Cobham,Audioslave,What You Are,249
Elis Regina,Meus Momentos,Lindo Lago Do Amor,249
JET,Blue Moods,Journey Into Sunlight,249
Jota Quest,A Real Live One,Tailgunner,249
Karsh Kale,Maquinarama,Muçulmano,249
Los Hermanos,Out Of Time,Country Feedback,249
Luciana Souza/Romero Lubambo,Judas 0: B-Sides and Rarities,Set The Ray To Jerry,249
Marcos Valle,Afrociberdelia,Macô,249
Nação Zumbi,Cesta Básica,Bê-a-Bá,249
O Rappa,Greatest Hits II,Breakthru,249
O Rappa,Greatest Hits II,It's A Hard Life,249
Orchestre Révolutionnaire et Romantique & John Eliot Gardiner,Voodoo Lounge,Baby Break It Down,249
Orchestre Révolutionnaire et Romantique & John Eliot Gardiner,Voodoo Lounge,Mean Disposition,249
Raimundos,Living After Midnight,Some Heads Are Gonna Roll,249
"Richard Marlow & The Choir of Trinity College, Cambridge",Mezmerize,Radio/Video,249
Santana Feat. Lauryn Hill & Cee-Lo,Purpendicular,Somebody Stole My Guitar,249
Scorpions,Pearl Jam,Gone,249
System Of A Down,Physical Graffiti [Disc 2],The Wanton Song,249
The Postal Service,Tribute,No Bone Movies,249
Tim Maia,Barulhinho Bom,Give Me Love,249
U2,Kill 'Em All,Whiplash,249
Vinícius De Moraes,The Cream Of Clapton,I Can't Stand It,249
Wilhelm Kempff,The Singles,This Is Radio Clash,249
Aaron Goldberg,Rotten Apples: Greatest Hits,Real Love,250
Black Eyed Peas,Arquivo Os Paralamas Do Sucesso,Romance Ideal,250
"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",Transmission,Pulse,250
Corinne Bailey Rae,From The Muddy Banks Of The Wishkah [Live],Lithium,250
